GEOID,Town,County,Best Towns Rank,Total Population,"Population (ACS, 2012-17)",pct_white,pct_black,pct_natam,pct_asian,pct_pacis,pct_other,pct_multi,racial_diversity,racial_diversity_rank,state_racial_diversity,more_racial_diverse_than_state,pct_not_hispanic,pct_hispanic,econ_diversity,econ_diversity_rank,state_econ_diversity,more_econ_diverse_than_state,mhi,density,density_rank
3401569030,South Harrison,Gloucester,51,"3,170",3190,0.9670846394984326,0.01755485893416928,0,0.003761755485893417,0,0.0025078369905956114,0.00909090909090909,0.06433604229518186,498,0.5069469017864137,0,0.94858934169279,0.05141065830721003,0.828303,464,0.883128,0,121406,203.56848968670056,477
3401519180,East Greenwich,Gloucester,52,"10,520",10320,0.8294573643410853,0.08701550387596899,0,0.05251937984496124,0.001937984496124031,0.004941860465116279,0.024127906976744187,0.30106016390240964,247,0.5069469017864137,0,0.9688953488372093,0.031104651162790698,0.83523,439,0.883128,0,123118,714.5349836228263,398
3403507720,Bridgewater,Somerset,53,"45,414",45336,0.7074510322922181,0.02902770425269102,2.4263278630668784e-4,0.22637638962413975,0,0.01694017998941239,0.019962061055232044,0.4467386470649175,139,0.5069469017864137,0,0.9076230809952356,0.09237691900476443,0.8412580000000001,423,0.883128,0,122684,1415.1326559503527,334
3402574900,Upper Freehold,Monmouth,54,"6,975",6899,0.9041890129004203,0.022177127119872447,0,0.05768952022032178,0,0,0.015944339759385417,0.17836810126925895,360,0.5069469017864137,0,0.9685461661110306,0.03145383388896941,0.831138,450,0.883128,0,133920,148.62508905828224,497
3402712580,Chester,Morris,55,"1,665",1540,0.8883116883116883,0.007792207792207792,0.01038961038961039,0.02142857142857143,0,0.07207792207792207,0,0.20507927137797266,337,0.5069469017864137,0,0.8980519480519481,0.10194805194805195,0.8638939999999999,233,0.883128,0,101375,966.3722641013178,373
3402748480,Mountain Lakes,Morris,56,"4,345",4309,0.8266419122766303,0.006265954977953121,0,0.15061499187746577,0,0,0.0164771408679508,0.2936675147264187,252,0.5069469017864137,0,0.9760965421211418,0.023903457878858204,0.730207,527,0.883128,0,175556,1647.3115152431567,313
3400375140,Upper Saddle River,Bergen,57,"8,415",8339,0.7827077587240676,0.03717472118959108,0,0.13982491905504257,0,0.004916656673462046,0.03537594435783667,0.3651599655968202,194,0.5069469017864137,0,0.9356037894231922,0.06439621057680778,0.7434369999999999,524,0.883128,0,176674,1585.0584144720956,320
3403709160,Byram Twp.,Sussex,58,"7,983",8076,0.9715205547300644,0.005943536404160475,0,0.014858841010401188,0,0.0032194155522535907,0.004457652303120356,0.0558614656552745,506,0.5069469017864137,0,0.9674343734522041,0.03256562654779594,0.846907,396,0.883128,0,104099,383.00717135228655,437
3401340890,Livingston,Essex,59,"30,142",29955,0.7235519946586546,0.016491403772325153,0,0.2243698881655817,0.0018360874645301285,0.008045401435486562,0.0257052245034218,0.42512983964345796,153,0.5069469017864137,0,0.9597729928225672,0.040227007177432814,0.788864,506,0.883128,0,153381,2174.8354395321853,277
3403948510,Mountainside,Union,60,"6,982",6907,0.8740408281453598,0.01636021427537281,0,0.06978427682061676,0,0.013175039814680758,0.026639640943969884,0.23003187668871894,316,0.5069469017864137,0,0.9627913710728246,0.03720862892717533,0.8332269999999999,445,0.883128,0,129405,1723.4088739848185,305
3400152950,Northfield,Atlantic,61,"8,360",8480,0.8997641509433962,0.014386792452830189,3.5377358490566035e-4,0.05306603773584906,0,0.017452830188679245,0.014976415094339623,0.18687246907262367,355,0.5069469017864137,0,0.8752358490566038,0.12476415094339623,0.859433,295,0.883128,0,73586,2491.371516984568,248
3403979040,Westfield,Union,62,"30,433",30591,0.8527344643849498,0.03478147167467556,3.9227223693243113e-4,0.06282893661534439,0,0.030237651596874898,0.019025203491222907,0.26641027938255724,274,0.5069469017864137,0,0.9240299434474192,0.07597005655258082,0.774223,512,0.883128,0,159923,4553.135224587575,123
3402741362,Long Hill,Morris,63,"8,711",8763,0.927193883373274,0.00775989957777017,0,0.04838525619080224,0.0013693940431359123,0.003423485107839781,0.011868081707177907,0.1377557067233437,417,0.5069469017864137,0,0.9572064361520027,0.04279356384799726,0.824068,469,0.883128,0,133269,738.2194414312221,394
3400372420,Tenafly,Bergen,64,"14,900",14882,0.6704743986023384,0.022980782152936433,0,0.2597097164359629,0,0.02405590646418492,0.02277919634457734,0.4813892492373053,118,0.5069469017864137,0,0.8903373202526542,0.10966267974734578,0.7943910000000001,504,0.883128,0,153906,3234.6549235386587,200
3402319000,East Brunswick,Middlesex,65,"48,840",48673,0.6629959114909704,0.04556941219978222,5.341770591498367e-4,0.2556859038892199,0,0.011299899328169622,0.02391469603270807,0.4922846828140822,109,0.5069469017864137,0,0.9248043062889076,0.07519569371109239,0.8629709999999999,244,0.883128,0,105959,2240.438147790074,267
3400330540,Haworth,Bergen,66,"3,497",3473,0.808810826374892,0.007486323063633746,0.0020155485171321624,0.161243881370573,0,0,0.020443420673769076,0.31934741694163415,231,0.5069469017864137,0,0.9709185142528074,0.029081485747192628,0.785926,507,0.883128,0,170417,1785.95824488555,300
3400353610,Norwood,Bergen,67,"5,895",5864,0.6756480218281037,0.008526603001364257,0.007844474761255117,0.28240109140518416,0,0.016882673942701227,0.008697135061391541,0.4632544705921767,125,0.5069469017864137,0,0.91626875852660306,0.083731241473397,0.839959,428,0.883128,0,125417,2149.6865536558303,279
3401972510,Tewksbury,Hunterdon,68,"5,844",5881,0.9494983846284646,0,0,0.04710083319163408,0,0,0.0034007821799013774,0.09622276378115502,473,0.5069469017864137,0,0.9690528821628974,0.030947117837102533,0.770046,516,0.883128,0,161477,186.4889901569789,485
3403769690,Sparta,Sussex,69,"18,807",19053,0.9183330709074686,0.025455308875242742,6.29822075263738e-4,0.03049388547735265,0,0.009972182858342518,0.015115729806329713,0.1547581946818336,391,0.5069469017864137,0,0.9339211672702462,0.06607883272975384,0.82848,462,0.883128,0,133113,515.6906635224666,423
3400331920,Hillsdale,Bergen,70,"10,581",10520,0.8670152091254753,0.01634980988593156,0,0.08431558935361216,0,0.026806083650190115,0.005513307984790874,0.24015922956815927,302,0.5069469017864137,0,0.9110266159695818,0.08897338403041825,0.847516,390,0.883128,0,124844,3562.0083970031974,182
