GEOID,Town,County,Best Towns Rank,Total Population,"Population (ACS, 2012-17)",pct_white,pct_black,pct_natam,pct_asian,pct_pacis,pct_other,pct_multi,racial_diversity,racial_diversity_rank,state_racial_diversity,more_racial_diverse_than_state,pct_not_hispanic,pct_hispanic,econ_diversity,econ_diversity_rank,state_econ_diversity,more_econ_diverse_than_state,mhi,density,density_rank
3401917170,Delaware Twp.,Hunterdon,71,"4,474",4496,0.9739768683274022,4.4483985765124553e-4,0,0.0026690391459074734,0,0.0071174377224199285,0.01579181494661922,0.051061698971644254,509,0.5069469017864137,0,0.9343861209964412,0.06561387900355872,0.839791,429,0.883128,0,124151,122.68105782272232,506
3400354870,Old Tappan,Bergen,72,"6,042",5999,0.7377896316052676,0.007167861310218369,0,0.22153692282047008,0,0.001666944490748458,0.03183863977329555,0.40551999540068917,168,0.5069469017864137,0,0.9541590265044174,0.045840973495582596,0.8060459999999999,493,0.883128,0,141185,1801.2021053683932,298
3400377135,Washington Twp.,Bergen,73,"9,393",9368,0.9199402220324508,0.0024551665243381727,0,0.06372758326216908,0,0.010140905209222886,0.0037361229718189583,0.1495259586024631,400,0.5069469017864137,0,0.8942143467122118,0.10578565328778822,0.8348869999999999,440,0.883128,0,128750,3220.3379897187133,201
3402742510,Madison,Morris,74,"16,033",16080,0.8497512437810946,0.04116915422885572,3.109452736318408e-4,0.06728855721393034,0,0.012064676616915423,0.02941542288557214,0.2706892542882601,271,0.5069469017864137,0,0.9036069651741293,0.09639303482587065,0.829663,455,0.883128,0,127948,3736.704368149048,172
3402133150,Hopewell,Mercer,75,"1,948",1976,0.9311740890688259,0.011639676113360324,0,0.039473684210526314,0,0,0.01771255060728745,0.13090742759265028,424,0.5069469017864137,0,0.9681174089068826,0.03188259109311741,0.850757,362,0.883128,0,113125,2812.1246072054823,222
3401582840,Woolwich,Gloucester,76,"12,472",12172,0.7911600394347683,0.09940847847518895,0,0.06375287545185672,0.0015609595793624712,0.026207689779822543,0.017909957279000986,0.3591092711123043,205,0.5069469017864137,0,0.9393690437068682,0.060630956293131776,0.826157,467,0.883128,0,123347,582.1375916547156,414
3401939660,Lebanon,Hunterdon,77,"6,101",6152,0.9383940182054616,0.006339401820546164,0,0.01657997399219766,0,0.004388816644993498,0.03429778933680104,0.1179059829782485,443,0.5069469017864137,0,0.9426202860858257,0.05737971391417425,0.8416790000000001,420,0.883128,0,110127,195.56547900096777,480
3401913720,Clinton,Hunterdon,78,"2,701",2690,0.8728624535315985,0.0055762081784386614,0,0.10631970260223049,0,0.0044609665427509295,0.010780669144981412,0.22664004090601297,318,0.5069469017864137,0,0.9468401486988848,0.053159851301115245,0.865537,206,0.883128,0,103125,2010.83131544196,287
3400361680,Ramsey,Bergen,79,"15,242",15121,0.8901527676740957,0.0012565306527346075,0,0.10184511606375239,0,0.0015871966139805569,0.00515838899543681,0.1972249154967073,347,0.5069469017864137,0,0.9441174525494346,0.05588254745056544,0.82103,477,0.883128,0,137768,2738.7812161297256,228
3402717650,Denville,Morris,80,"16,941",16822,0.8720722862917608,0.021638330757341576,0,0.08274878135774581,0,0.008500772797527048,0.015039828795624778,0.23187588971934814,315,0.5069469017864137,0,0.933955534419213,0.06604446558078707,0.85302,348,0.883128,0,116078,1404.6393403546483,335
3400356130,Park Ridge,Bergen,81,"8,944",8905,0.9116226838854576,0.019202695115103873,0.0011229646266142617,0.020437956204379562,0,0.02223469960696238,0.025379000561482314,0.167017892086315,375,0.5069469017864137,0,0.825042111173498,0.17495788882650196,0.8572690000000001,314,0.883128,0,106875,3447.972123402788,189
3402761890,Randolph,Morris,82,"25,893",25918,0.8198549270777066,0.02843583609846439,0,0.10591094991897523,0.0013118296164827533,0.017555366926460376,0.02693109036191064,0.3147769770261033,235,0.5069469017864137,0,0.8996836175630836,0.10031638243691643,0.827241,466,0.883128,0,128125,1243.2616491723034,347
3402737110,Kinnelon,Morris,83,"10,213",10242,0.9207186096465534,0.0036125756688146844,0,0.05555555555555555,0,0.0023432923257176333,0.017769966803358718,0.14885650865535205,401,0.5069469017864137,0,0.8767818785393477,0.12321812146065221,0.805169,495,0.883128,0,147267,569.350087013605,415
3400363690,River Vale,Bergen,84,"10,223",10055,0.8930880159124813,0.0015912481352560915,0.0025857782197911488,0.07896568871208354,0,0.0044753853804077575,0.01929388363998011,0.19575671449988763,348,0.5069469017864137,0,0.9554450522128295,0.04455494778717056,0.821421,475,0.883128,0,138914,2506.561613156123,247
3401939630,Lebanon,Hunterdon,85,"1,669",1693,0.9751919669226226,0.008269344359125812,0,0.0070880094506792675,0,0.0029533372711163615,0.006497341996455995,0.04883106806142812,511,0.5069469017864137,0,0.9314825753101004,0.06851742468989959,0.8610329999999999,270,0.883128,0,87837,1909.9142407379484,292
3402330840,Helmetta,Middlesex,86,"2,223",2321,0.8685911245152951,0.04997845756139595,0.0025850926324859974,0.052132701421800945,0,0.012063765618267988,0.014648858250753986,0.23996698744264255,303,0.5069469017864137,0,0.8871176217147781,0.1128823782852219,0.8348519999999999,441,0.883128,0,79702,2731.2059308211283,229
3400315820,Cresskill,Bergen,87,"8,935",8811,0.6931108841221201,0.00397230734309386,0,0.27431619566451027,0,0.008852570650323459,0.01974804221995233,0.44386379470333515,142,0.5069469017864137,0,0.9238451935081149,0.07615480649188515,0.833458,444,0.883128,0,136250,4269.189606657596,137
3400321450,Emerson,Bergen,88,"7,739",7668,0.8631977047470005,0.010824204486176317,0,0.08933229003651538,0,0.013041210224308816,0.023604590505998956,0.246065051216513,299,0.5069469017864137,0,0.8686750130412102,0.13132498695878977,0.840462,425,0.883128,0,111536,3477.4705115930315,188
3400301090,Alpine,Bergen,89,"1,890",1481,0.5962187711006077,0.08980418636056718,0,0.2862930452397029,0,0.014179608372721135,0.01350438892640108,0.5541112475328958,71,0.5069469017864137,1,0.9358541525995948,0.06414584740040513,0.829074,460,0.883128,0,118977,230.98310287292443,469
3400551510,New Hanover,Burlington,90,"7,491",7665,0.5556425309849967,0.3085453359425962,0.006131767775603392,0.0228310502283105,0,0.04970645792563601,0.05714285714285714,0.5897662599161138,45,0.5069469017864137,1,0.7712981082844097,0.22870189171559036,0.84895,376,0.883128,0,83646,345.6570429642418,442
3401932460,Holland,Hunterdon,91,"5,151",5201,0.9957700442222649,0.004229955777735051,0,0,0,0,0,0.008424126503707052,531,0.5069469017864137,0,0.9740434531820804,0.025956546817919632,0.863177,241,0.883128,0,94766,221.18070764867142,472
3401926550,Glen Gardner,Hunterdon,92,"1,924",1587,0.9206049149338374,0.04473850031505986,0,0.010081915563957152,0,0.007561436672967864,0.017013232514177693,0.15003678676264176,399,0.5069469017864137,0,0.9161940768746062,0.08380592312539382,0.884165,13,0.883128,1,67625,1040.6628168694199,366
3403922860,Fanwood,Union,93,"7,808",7648,0.8121077405857741,0.0672071129707113,0,0.09035041841004184,0,0,0.030334728033472803,0.32688082781507677,227,0.5069469017864137,0,0.921678870292887,0.07832112970711297,0.829349,459,0.883128,0,132292,5700.075298323818,93
3402748090,Morris,Morris,94,"22,489",22498,0.8588318961685483,0.043337185527602455,5.333807449551071e-4,0.05084896435238688,0,0.018846119655080453,0.027602453551426792,0.2568266891352403,290,0.5069469017864137,0,0.926571250777847,0.07342874922215308,0.817777,480,0.883128,0,142137,1432.998470300856,331
3402747670,Montville,Morris,95,"21,681",21739,0.7747366484198905,0.008142048852293114,0.0023920143520861125,0.19039514237085423,0,0.0034500207001242006,0.020884125304751828,0.36301275133194744,196,0.5069469017864137,0,0.9506417038502231,0.0493582961497769,0.8240419999999999,470,0.883128,0,134752,1174.6202777771896,350
3400726070,Gibbsboro,Camden,96,"2,247",2183,0.9221255153458543,0.021071919377004124,0,0.001374255611543747,0,0.03756298671552909,0.017865322950068714,0.1475084718483245,402,0.5069469017864137,0,0.9367842418689877,0.06321575813101236,0.861081,269,0.883128,0,84250,1000.2186641983786,369
3400363360,River Edge,Bergen,97,"11,724",11648,0.7116243131868132,0.010130494505494506,0.003949175824175824,0.22467376373626374,0,0.036401098901098904,0.013221153846153846,0.4414944749511306,145,0.5069469017864137,0,0.8873626373626373,0.11263736263736264,0.845738,398,0.883128,0,123590,6281.93480037126,79
3402507750,Brielle,Monmouth,98,"4,724",4738,0.9480793583790629,0.025960320810468552,0,0.004010130856901647,0,0.014352047277332207,0.007598142676234698,0.10019179777629339,463,0.5069469017864137,0,0.9592655128746307,0.040734487125369354,0.809732,490,0.883128,0,133493,2696.946101087091,234
3403557300,Peapack-Gladstone,Somerset,99,"2,610",2595,0.8901734104046243,0.04084778420038536,0,0.013102119460500963,0,0.0489402697495183,0.006936416184971098,0.20330782852751506,340,0.5069469017864137,0,0.8859344894026975,0.11406551059730251,0.811742,487,0.883128,0,129688,448.9430228282248,428
3400376400,Waldwick,Bergen,100,"10,092",9985,0.8699048572859289,0.018928392588883326,0,0.08202303455182774,0,0.011817726589884827,0.01732598898347521,0.23573962847124963,311,0.5069469017864137,0,0.9004506760140211,0.09954932398597897,0.854904,332,0.883128,0,115591,4815.42918206977,117
3401326610,Glen Ridge,Essex,101,"7,704",7668,0.8226395409494001,0.07368283776734481,0,0.057511737089201875,0,0.00495565988523735,0.04121022430881586,0.312804584029613,239,0.5069469017864137,0,0.8879760041731872,0.11202399582681273,0.711272,531,0.883128,0,196821,5982.6716144804695,84
3402567350,Shrewsbury,Monmouth,102,"4,122",4051,0.9693902740064182,0.005924463095531967,0,0.015798568254751913,0,0,0.008886694643297952,0.0599188292982078,501,0.5069469017864137,0,0.9822266107134041,0.017773389286595904,0.838068,435,0.883128,0,122321,1868.8819981658842,293
3402723910,Florham Park,Morris,103,"11,765",11792,0.837516960651289,0.042740841248303935,0.002289687924016282,0.10846336499321574,0,0.0020352781546811396,0.006953867028493894,0.28491651827055675,262,0.5069469017864137,0,0.9335142469470827,0.06648575305291723,0.849688,371,0.883128,0,123266,1611.9024577366195,317
3402532640,Holmdel,Monmouth,104,"16,640",16648,0.7554661220567035,0.011592984142239308,9.010091302258529e-4,0.19389716482460356,0,0.016638635271504085,0.021504084574723692,0.39080034896171645,180,0.5069469017864137,0,0.945338779432965,0.05466122056703508,0.805473,494,0.883128,0,155842,930.2423762513131,380
3400363000,Ridgewood,Bergen,105,"25,692",25554,0.7971746106284731,0.01663144713156453,0.0012522501369648588,0.14753071926117242,4.6959380136182204e-4,0.00383501604445488,0.03310636299600845,0.341358194742305,215,0.5069469017864137,0,0.9223604915081788,0.07763950849182125,0.74786299999999994,522,0.883128,0,162011,4442.316330048641,130
3400324990,Franklin Lakes,Bergen,106,"11,255",10953,0.8533735049758057,0.017803341550260202,4.5649593718615904e-4,0.08490824431662558,0.0024650780608052587,0.022368300922121793,0.01862503423719529,0.2633737742971558,278,0.5069469017864137,0,0.9237651784899115,0.07623482151008856,0.773497,513,0.883128,0,155458,1167.5547554063535,353
3403775740,Vernon Twp.,Sussex,107,"22,239",22572,0.9323498139287613,0.02480949849370902,5.31632110579479e-4,0.005980861244019139,0,0.01240474924685451,0.023923444976076555,0.12934605089417295,426,0.5069469017864137,0,0.9034201665780613,0.09657983342193868,0.849812,370,0.883128,0,90805,335.7552232876386,445
3400340020,Leonia,Bergen,108,"9,262",9191,0.48656294200848654,0.028070938962028072,6.528125340006528e-4,0.4098574692634099,0,0.019366771842019365,0.05548906539005549,0.5910308463451821,44,0.5069469017864137,1,0.8305951474268306,0.1694048525731694,0.87935,40,0.883128,0,89744,5951.82666467765,86
3400347610,Montvale,Bergen,109,"8,724",8440,0.7662322274881517,0.030805687203791468,7.109004739336493e-4,0.15343601895734596,0,0.03755924170616114,0.011255924170616114,0.3868586734350081,183,0.5069469017864137,0,0.8818720379146919,0.11812796208530806,0.843446,408,0.883128,0,120060,2119.8574728078747,281
3400382300,Woodcliff Lake,Bergen,110,"5,903",5868,0.8982617586912065,0.026584867075664622,0,0.0650988411724608,0,0,0.01005453306066803,0.1880801049584846,352,0.5069469017864137,0,0.9843217450579413,0.015678254942058625,0.76928,517,0.883128,0,161250,1716.346039362405,306
3401571850,Swedesboro,Gloucester,111,"2,594",2609,0.7562284400153315,0.15024913760061326,0.0022997316979685703,0.006515906477577616,0,0.06439248754311996,0.020314296665389038,0.4009369342581426,174,0.5069469017864137,0,0.8167880413951706,0.18321195860482944,0.854271,335,0.883128,0,78267,3602.8810020610936,180
3402315550,Cranbury,Middlesex,112,"3,944",3844,0.7866805411030177,0.060093652445369405,0,0.12122788761706556,0,0.02133194588969823,0.010665972944849115,0.36225746355524135,198,0.5069469017864137,0,0.9508324661810614,0.049167533818938604,0.7855,508,0.883128,0,138906,290.3058839155913,456
3400305170,Bergenfield,Bergen,113,"27,927",27694,0.49353650610240485,0.07857297609590524,9.749404203076478e-4,0.28367155340506967,0,0.12110926554488337,0.022134758431429192,0.654620102119956,16,0.5069469017864137,1,0.7372716111793168,0.26272838882068317,0.867936,170,0.883128,0,90962,9628.664838535904,38
3401346380,Millburn,Essex,114,"20,488",20387,0.7158973855888556,0.031049198018345023,0,0.20930004414577918,0,0.0198165497621033,0.02393682248491686,0.44175470501488556,143,0.5069469017864137,0,0.9556580173640065,0.044341982635993524,0.707277,532,0.883128,0,202862,2185.730106427189,274
3400140530,Linwood,Atlantic,115,"6,855",6959,0.902859606265268,0.016094266417588734,4.3109642189969824e-4,0.040235666043971836,0,0.014226181922690042,0.02615318292858169,0.18208003806748463,358,0.5069469017864137,0,0.9386406092829429,0.061359390717057045,0.864446,226,0.883128,0,91861,1802.1033115377477,297
3402764980,Roxbury,Morris,116,"23,342",23458,0.8711740131298491,0.04599710120214852,2.557762810128741e-4,0.051027368062068375,0,0.018288004092420495,0.013257737232500639,0.23582602912517459,310,0.5069469017864137,0,0.8981157813965385,0.1018842186034615,0.850495,363,0.883128,0,112625,1125.5724846107028,357
3400974810,Upper Twp.,Cape May,117,"11,893",11990,0.9760633861551292,0.007339449541284404,0,0.0027522935779816515,0,0.0032527105921601332,0.010592160133444536,0.047116049585385844,513,0.5069469017864137,0,0.9777314428690576,0.022268557130942453,0.864499,223,0.883128,0,81541,192.92279782976803,482
3402540770,Little Silver,Monmouth,118,"5,908",5917,0.9866486395132669,0.003718100388710495,0,0.007774209903667399,0,0,0.0018590501943552475,0.02644674346886755,521,0.5069469017864137,0,0.9535237451411188,0.04647625485888119,0.800442,501,0.883128,0,144250,2185.1116932026825,276
3400512670,Chesterfield,Burlington,119,"7,587",7616,0.6364233193277311,0.17305672268907563,0,0.13497899159663865,0,0.03085609243697479,0.02468487394957983,0.545235959733158,75,0.5069469017864137,1,0.9065126050420168,0.0934873949579832,0.817022,482,0.883128,0,142424,356.99279391038056,439
3402546560,Millstone,Monmouth,120,"10,517",10522,0.8952670594943927,0.019102832161186085,0.001615662421592853,0.03811062535639612,0.002090857251473104,0.018627637331305836,0.0251853259836533,0.19569128265607338,349,0.5069469017864137,0,0.9335677627827409,0.06643223721725908,0.803142,499,0.883128,0,156891,287.4957371446554,457
3400320020,Edgewater,Bergen,121,"12,368",12165,0.5535552815454172,0.051787916152897656,0.0013152486642005754,0.356596794081381,0.0036169338265515825,0.017673653925195234,0.015454171804356761,0.5631672869060149,64,0.5069469017864137,1,0.8646115906288533,0.13538840937114674,0.864671,220,0.883128,0,103505,13065.250922854042,20
3400318400,Dumont,Bergen,122,"17,998",17882,0.7133430265071021,0.05100100659881445,0.0015098982216754278,0.1661447265406554,0,0.04820489878089699,0.01979644335085561,0.45821866247386633,135,0.5069469017864137,0,0.8197069679006822,0.18029303209931774,0.865612,205,0.883128,0,94617,9019.59660441641,41
3400549020,Mount Laurel,Burlington,123,"41,662",41795,0.7783945448020098,0.08812058858715158,0.0018662519440124418,0.0896997248474698,0,0.014451489412609164,0.02746740040674722,0.37732386732414835,187,0.5069469017864137,0,0.9555927742552937,0.044407225744706305,0.869808,142,0.883128,0,92826,1926.780560318358,290
3402542990,Manalapan,Monmouth,124,"40,013",40096,0.8830806065442937,0.012095969672785315,0.002194732641660016,0.08105546687948922,0,0.00950219473264166,0.012071029529130087,0.21321152284198697,329,0.5069469017864137,0,0.9409916201117319,0.05900837988826815,0.851372,355,0.883128,0,109326,1310.036489696999,345
3403971430,Summit,Union,125,"22,323",22155,0.8120063191153238,0.0352516361995035,0,0.07718348002708192,0,0.05763935906116001,0.017919205596930714,0.3298023766307434,225,0.5069469017864137,0,0.8440081245768449,0.15599187542315504,0.803869,498,0.883128,0,132443,3695.0722153054407,174
3401321840,Essex Fells,Essex,126,"2,137",2095,0.9059665871121718,0.003341288782816229,0,0.044391408114558474,0,0,0.04630071599045346,0.17509902540997158,366,0.5069469017864137,0,0.9431980906921241,0.056801909307875896,0.700214,533,0.883128,0,200875,1483.556574250739,327
3401322385,Fairfield,Essex,127,"7,614",7671,0.9561986703167775,0,0,0.0337635249641507,0,0.0024768609047060358,0.007560943814365793,0.08448082455511652,487,0.5069469017864137,0,0.9388606439838352,0.06113935601616478,0.85941,296,0.883128,0,110303,745.0023550377698,393
3402780390,Wharton,Morris,128,"6,571",6591,0.5381580943711122,0.010772265210135032,0,0.10043999393111819,0,0.3145197997269003,0.03610984676073434,0.5999550059308794,40,0.5069469017864137,1,0.49522075557578515,0.5047792444242148,0.860757,276,0.883128,0,68265,3184.221532405256,206
3404125320,Frelinghuysen,Warren,129,"2,200",2283,0.9167761717038984,0.030223390275952694,0.004818221638195357,0.002190100744634253,0,0.00788436268068331,0.03810775295663601,0.15706562186486073,385,0.5069469017864137,0,0.9321068769163382,0.06789312308366185,0.842976,410,0.883128,0,106875,97.88657734589508,518
3401378510,West Caldwell,Essex,130,"11,021",10932,0.9091657519209659,0.011983168679107209,0,0.07016099524332235,0,0.004299304793267472,0.0043907793633369925,0.16831371098373626,372,0.5069469017864137,0,0.9468532747896085,0.05314672521039151,0.862926,245,0.883128,0,105931,2162.150172650762,278
3401541160,Logan,Gloucester,131,"5,944",5976,0.7878179384203481,0.1209839357429719,0,0.010207496653279786,0,0.03965863453815261,0.04133199464524766,0.3613204491325408,200,0.5069469017864137,0,0.9344042838018741,0.06559571619812583,0.8284590000000001,463,0.883128,0,105804,272.3851510210247,459
3402345690,Metuchen,Middlesex,132,"14,349",13940,0.7565279770444763,0.051936872309899566,0,0.14691535150645624,0,0.01406025824964132,0.030559540889526542,0.40225228433396676,173,0.5069469017864137,0,0.9296987087517934,0.0703012912482066,0.838538,434,0.883128,0,116632,5019.721782803411,107
3403505590,Bernardsville Borough,Somerset,133,"7,815",7792,0.8753850102669405,2.566735112936345e-4,0.007058521560574948,0.043634496919917866,0,0.0736652977412731,0,0.22632064977927124,321,0.5069469017864137,0,0.8648613963039015,0.13513860369609856,0.818653,479,0.883128,0,150635,603.4689635972969,407
3402331470,Highland Park,Middlesex,134,"14,164",14250,0.6800701754385965,0.10224561403508772,0.0017543859649122807,0.13908771929824562,0,0.04119298245614035,0.03564912280701754,0.5047341975992613,101,0.5069469017864137,0,0.8472280701754386,0.1527719298245614,0.87737,61,0.883128,0,75913,7865.635295044037,50
3400712280,Cherry Hill,Camden,135,"71,479",71204,0.7387646761417898,0.06652716139542722,9.269142183023426e-4,0.13464131228582663,0,0.029478680972979045,0.029661254985674963,0.4299229652585338,149,0.5069469017864137,0,0.9297370934217178,0.07026290657828212,0.868798,155,0.883128,0,97069,2954.902557535567,216
3402514560,Colts Neck,Monmouth,136,"9,968",10018,0.9433020562986624,0.01736873627470553,0,0.02305849470952286,0,0.0013974845278498702,0.014873228189259333,0.10912469752489051,454,0.5069469017864137,0,0.9643641445398283,0.03563585546017169,0.7704949999999999,514,0.883128,0,167480,325.99141723290404,448
3400346110,Midland Park,Bergen,137,"7,384",7336,0.9524263904034896,0.008178844056706653,0,0.00886041439476554,4.089422028353326e-4,0.016902944383860415,0.01322246455834242,0.09227786009806282,480,0.5069469017864137,0,0.8669574700109052,0.13304252998909488,0.84739,392,0.883128,0,105313,4716.87736724515,119
3403776790,Wantage,Sussex,138,"10,934",11062,0.9487434460314591,0.008226360513469535,0,0.011751943590670765,0,2.711986982462484e-4,0.031007051166154403,0.09871858165614145,467,0.5069469017864137,0,0.9450370638220936,0.054962936177906346,0.864101,228,0.883128,0,92788,165.71470971235144,491
3402764080,Rockaway,Morris,139,"25,494",24758,0.8538654172388723,0.039704337991760236,4.039098473220777e-4,0.06434283867840698,0,0.01773164229743921,0.023951853946199208,0.26430914830973784,276,0.5069469017864137,0,0.8804830761773972,0.11951692382260279,0.854535,333,0.883128,0,106599,594.455913549016,411
3402959910,Point Pleasant Beach Borough,Ocean,140,"4,544",4577,0.9425387808608259,0.012890539654795717,0,0.005462093074065982,0,0.017260214114048503,0.021848372296263928,0.11064937973678757,450,0.5069469017864137,0,0.9265894690845532,0.0734105309154468,0.8734580000000001,96,0.883128,0,92143,3208.396123687377,203
3400569990,Springfield,Burlington,141,"3,295",3345,0.8995515695067264,0.04813153961136024,0,0.018236173393124066,0,0.01046337817638266,0.023617339312406577,0.18749050967354175,354,0.5069469017864137,0,0.9040358744394619,0.09596412556053811,0.848311,382,0.883128,0,108875,111.72347862454434,509
3402565130,Rumson,Monmouth,142,"6,864",6874,0.9444282804771603,0.0119290078556881,0,0.01585685190573174,0,0.012219959266802444,0.0155659004946174,0.1072698573914822,455,0.5069469017864137,0,0.9533022985161478,0.046697701483852196,0.7515229999999999,521,0.883128,0,158229,1359.3278963344894,340
3402706640,Boonton,Morris,143,"4,350",4353,0.8844475074661153,0.008270158511371467,0,0.09441764300482426,0,0.005743165632896853,0.007121525384792098,0.208685819629293,334,0.5069469017864137,0,0.974500344589938,0.025499655410062026,0.816303,483,0.883128,0,136125,534.2811060500743,420
3400380270,Westwood,Bergen,144,"11,326",11246,0.7852569802596479,0.06891339142806331,0,0.0880313000177841,0,0.04339320647341277,0.014405121821091944,0.3687824317498357,191,0.5069469017864137,0,0.8343410990574427,0.16565890094255736,0.8647050000000001,218,0.883128,0,95685,4967.351830705664,110
3402318490,Dunellen,Middlesex,145,"7,407",7392,0.6616612554112554,0.10281385281385282,0.0025703463203463205,0.05735930735930736,0,0.15313852813852813,0.022456709956709956,0.5243812853137122,88,0.5069469017864137,1,0.7087391774891775,0.2912608225108225,0.866521,190,0.883128,0,78447,7052.246552318052,61
3404100670,Allamuchy,Warren,146,"4,644",4559,0.9482342618995394,0.008993200263215618,0,0.028953717920596624,0,0.006361044088615924,0.007457775828032464,0.09983650782523745,464,0.5069469017864137,0,0.9414345251151568,0.05856547488484317,0.8449800000000001,401,0.883128,0,90924,222.82715526270815,471
3400365400,Saddle River,Bergen,147,"3,262",3248,0.7075123152709359,0.08682266009852217,0,0.1748768472906404,0,0.005541871921182266,0.025246305418719212,0.4606381494333762,130,0.5069469017864137,0,0.9562807881773399,0.0437192118226601,0.7293559999999999,528,0.883128,0,173333,659.6454298868139,404
3400522110,Evesham,Burlington,148,"45,381",45489,0.8570643452263185,0.04972630745894612,2.8578337620083975e-4,0.0608278924575172,5.495834157708457e-4,0.012442568533051947,0.019103519532194597,0.25874782430317145,288,0.5069469017864137,0,0.9529776429466464,0.04702235705335356,0.862201,255,0.883128,0,94395,1553.3812869885774,323
3400543290,Mansfield,Burlington,149,"8,577",8586,0.7480782669461915,0.09340787328208712,0,0.12194269741439553,0,0.009317493594223155,0.027253668763102725,0.41595427613107405,158,0.5069469017864137,0,0.9685534591194969,0.031446540880503145,0.862735,247,0.883128,0,87704,394.93215396880686,435
3403163150,Ringwood,Passaic,150,"12,454",12451,0.8929403260782266,0.013492892137177737,0.01750863384467111,0.04079993574813268,0,0.019516504698417796,0.015741707493374026,0.19987563359847593,344,0.5069469017864137,0,0.9332583728214601,0.06674162717853988,0.8418559999999999,419,0.883128,0,116198,493.7016030449101,424
3401924870,Franklin Twp.,Hunterdon,151,"3,232",3234,0.9888682745825603,0,0,0.003401360544217687,0.005256648113790971,6.184291898577613e-4,0.0018552875695732839,0.022096509374537443,523,0.5069469017864137,0,0.9591836734693877,0.04081632653061224,0.844993,400,0.883128,0,108309,141.8265874525891,499
3401311200,Cedar Grove,Essex,152,"12,703",12638,0.8463364456401329,0.06923563855040354,0.001661655325209685,0.07153030542807406,0.0011077702168064568,9.495173286912486e-4,0.00917866751068207,0.27371532476740856,270,0.5069469017864137,0,0.9451653742680803,0.054834625731919606,0.853738,342,0.883128,0,115926,2972.7300437365498,215
3403770890,Stillwater,Sussex,153,"3,920",3975,0.9886792452830189,0,0,0,0,0,0.011320754716981131,0.022385190459238258,522,0.5069469017864137,0,0.9584905660377359,0.04150943396226415,0.860517,280,0.883128,0,86806,149.1541365087351,496
3403725140,Fredon,Sussex,154,"3,196",3238,0.9237183446571958,0.0012353304508956147,0,0.016368128474366892,0,0.04138357010500309,0.017294626312538603,0.14446327409876758,406,0.5069469017864137,0,0.9441012970969734,0.05589870290302656,0.848697,379,0.883128,0,108400,183.0766480436886,487
3402758110,Pequannock,Morris,155,"15,410",15499,0.9467062391122008,0.001483966707529518,0.003742176914639654,0.014258984450609717,0,0.01800116136524937,0.015807471449770953,0.1029538541790872,459,0.5069469017864137,0,0.9166397832118202,0.08336021678817988,0.874069,93,0.883128,0,94237,2296.570845859992,260
3402777240,Washington Twp.,Morris,156,"18,726",18713,0.935606263025704,0.01448191097098274,3.206327152247101e-4,0.03799497675412815,0,7.481430021909902e-4,0.010848073531769357,0.12286923336051836,434,0.5069469017864137,0,0.9610965638860685,0.03890343611393149,0.823048,471,0.883128,0,140445,420.87164650662885,433
3400545210,Medford Lakes,Burlington,157,"4,013",4075,0.9698159509202454,0.006134969325153374,0,0.004662576687116564,0,0,0.019386503067484663,0.0590218073694907,502,0.5069469017864137,0,0.9801226993865031,0.01987730061349693,0.820186,478,0.883128,0,105598,3508.3397265911385,186
3402320230,Edison,Middlesex,158,"102,450",102304,0.36354394745073504,0.07129730997810448,0.0025023459493274947,0.49015678761338755,0,0.0398420394119487,0.03265756959649672,0.6198386487266444,31,0.5069469017864137,1,0.9041875195495778,0.09581248045042227,0.868,168,0.883128,0,95622,3413.5586952975978,191
3402533300,Howell,Monmouth,159,"52,476",52076,0.8701129118979952,0.0386550426300023,0.0013249865581073815,0.05202012443352024,0.0014594054842921884,0.01478608188032875,0.021641447115753897,0.23801234897720291,307,0.5069469017864137,0,0.9039288731853445,0.0960711268146555,0.861224,267,0.883128,0,100305,859.8896792971574,385
3404101030,Alpha,Warren,160,"2,297",2225,0.9469662921348314,0.03146067415730337,0,0,0,0.003146067415730337,0.018426966292134833,0.10191561671506133,460,0.5069469017864137,0,0.9730337078651685,0.02696629213483146,0.842279,414,0.883128,0,68788,1331.083466955671,343
3402748210,Morris Plains,Morris,161,"5,581",5605,0.9188224799286352,0.021587867975022303,0,0.047100802854594115,0,0.006244424620874219,0.006244424620874219,0.1530027430268469,395,0.5069469017864137,0,0.9090098126672613,0.09099018733273863,0.82962,457,0.883128,0,125229,2191.7848036290707,273
3402756460,Parsippany-Troy Hills,Morris,162,"53,201",53444,0.5881857645385824,0.043989970810568074,0.0010104034129181946,0.3282875533268468,0,0.011919018037572037,0.026607289873512463,0.5434786394124715,77,0.5069469017864137,1,0.903731008158072,0.096268991841928,0.861002,271,0.883128,0,93915,2270.4123245838305,261
3403966060,Scotch Plains,Union,163,"24,630",24339,0.7492090882945067,0.12399852089239492,0,0.08554172316035992,0,0.02021447060273635,0.021036197050002054,0.4151415760240933,160,0.5069469017864137,0,0.9195118944903242,0.08048810550967583,0.85212,353,0.883128,0,117765,2699.4398081935806,233
3400553070,North Hanover,Burlington,164,"7,540",7634,0.6991092481006026,0.15561959654178675,0.002357872674875557,0.021351847000261985,0.0017029080429656798,0.04427560911710768,0.07558291852239979,0.4788913324276507,121,0.5069469017864137,0,0.8215876342677495,0.17841236573225047,0.846931,395,0.883128,0,63417,441.6741826296329,429
